userName,content,score,at
Pengguna Google,sangat suka ni game...tp tolong dong...energinya jngn boros banget tolong diperbarui ya...please,5,2019-06-29 14:20:16
Pengguna Google,good game,5,2019-06-28 14:22:56
Pengguna Google,nice game,5,2019-06-28 06:24:14
Pengguna Google,"suka banget .. addicted game and no comment .. but,please update new version .. i can't wait the new episode .. please pleasedont make it too longg...",5,2019-06-26 18:55:09
Pengguna Google,"game ini sangat bagus,dari awal main aja udah kerasa serunya apa lagi ceritanya sangat unpredicteble,misalnya kita kira pelaku nya si A ternyata pelakunya si C,enggak bisa diduga,ya walau energinya cepat habis,tapi bisa terbayar dengan gameplaynya yang seru serta grafik yang wow,worth it lah pokoknya.",5,2019-06-26 12:45:55
Pengguna Google,gud,5,2019-06-26 12:03:42
Pengguna Google,lama banget coming soon nya,3,2019-06-25 18:57:41
Pengguna Google,Mantap dah,5,2019-06-25 15:31:36
Pengguna Google,good game,5,2019-06-25 03:09:14
Pengguna Google,kapan the heir chapter 3 release....,4,2019-06-24 14:23:08
Pengguna Google,mantul,5,2019-06-24 02:54:21
Pengguna Google,waiting for the next case,5,2019-06-23 05:43:14
Pengguna Google,good,4,2019-06-23 05:32:10
Pengguna Google,membuat penasaran,5,2019-06-22 18:00:09
Pengguna Google,terlalu lama ngisi energi nya tapi is oke,5,2019-06-22 17:13:31
Pengguna Google,"Good job, i am willing to translate this to Indonesian if i had a chance.",5,2019-06-22 07:37:34
Pengguna Google,This Game is good but why add energy is too long,3,2019-06-22 03:49:25
Pengguna Google,great,4,2019-06-20 11:17:20
Pengguna Google,mantull,5,2019-06-20 02:25:03
Pengguna Google,di buka dong yang THE WIDOW CHAPTER 3,5,2019-06-19 12:30:49
Pengguna Google,kapan game ini up lagi.. sedih,5,2019-06-18 15:02:37
Pengguna Google,good,5,2019-06-18 04:39:02
Pengguna Google,nice,5,2019-06-17 15:21:42
Pengguna Google,game yg seru,5,2019-06-17 14:24:01
Pengguna Google,sejauh ini game nya baik,5,2019-06-16 12:00:07
Pengguna Google,good game,5,2019-06-15 15:25:59
Pengguna Google,good games,5,2019-06-15 14:56:48
Pengguna Google,tolong di permudah lagi untuk mendapatkan energinya,5,2019-06-15 07:52:28
Pengguna Google,"This game is so marvelous! I've played all of the episodes, still waiting for more! I'm not gonna complain anything, you guys did such an incredible job! A lil suggestions probably ; a new plot for the upcoming episodes : in a plane/airport, in a ship/harbor, in a hospital/psychiatric hospital, in a hill, in a villa, in a mass jail, in a historical place, in a factory. I think all of those places are great for a story of mistery investigation.Thank you, I appreciate all of your hard work 😊❤",5,2019-06-15 02:49:00
Pengguna Google,gamenya bagus tapi sayang energinya boros dan nunggunya lamaaaaaa,5,2019-06-13 23:07:38
Pengguna Google,seru...,5,2019-06-13 07:04:50
Pengguna Google,veryyyyyyyyyy...interesting...,5,2019-06-13 04:09:32
Pengguna Google,Bagus tp pelit energy,4,2019-06-12 18:52:51
Pengguna Google,suka banget... ko lama ya permainan yg baru nya,5,2019-06-12 15:57:47
Pengguna Google,Very interesting game,5,2019-06-11 04:10:10
Pengguna Google,"Main ini harus banyak kuota atau pakai wifi aja karena nyawanya lama ngisi ulangnya, cara cepet ya lihat iklan. grafisnya bagus, ceritanya keren, lagi nunggu cerita berikutnya",5,2019-06-10 17:30:10
Pengguna Google,"Game ini sudah bagus, sayangnya energinya cepat habis, kalo mau lanjut terus harus nonton ads biar bisa nambah energi dan lanjutkan permainan",4,2019-06-10 13:22:53
Pengguna Google,nice,5,2019-06-09 14:23:17
Pengguna Google,tolong doong di perbarui game nya.karna saya udah nunggu nih tuk memainkan nya😍,4,2019-06-09 14:23:09
Pengguna Google,moga chapter berikutnya ga lama updatenya,5,2019-06-09 11:56:33
Pengguna Google,tadinya aku pikir bagus seperti nancy drew ternyata ngabisin duit untuk beli energy,2,2019-06-09 07:34:53
Pengguna Google,Too long for wait energy recharge,3,2019-06-08 11:29:35
Pengguna Google,energinya cepet abis,1,2019-06-08 03:12:18
Pengguna Google,aku kasih bintang 3 aja soalnya terlalu banyak energy yang di perlukan dan dapetnya tuh susah mesti beli,3,2019-06-08 02:00:24
Pengguna Google,sayang game ini online kalau offline pasti lebih menyenangkan dan energi nya kok cepet habis yah?,3,2019-06-07 02:47:29
Pengguna Google,Gak ngerti maen nya,1,2019-06-06 08:55:26
Pengguna Google,energy cepat abis dan lama terisi,4,2019-06-06 00:18:22
Pengguna Google,The good game,5,2019-06-05 23:47:19
Pengguna Google,energinya cepet abis wkwk,3,2019-06-04 10:28:44
Pengguna Google,males nunggu energinya😴,4,2019-06-04 09:52:29
Pengguna Google,good,3,2019-06-04 08:53:50
Pengguna Google,game nya seru banget. tapi energynya cepet banget habis. jadi mainnya sedikit demi sedikit.,5,2019-06-04 02:34:49
Pengguna Google,energi nya cepat banget habis nya dan lama untuk mendapatkan energy,3,2019-06-04 02:04:28
Pengguna Google,"game ya bgus alur crita ya jg bagus cman nyawa untuk main ya terlalu cepat abis jadi agak bosan nunggu untuk penuh nyaa,mudahan ada solusi nyaa",5,2019-06-03 13:48:59
Pengguna Google,great game,5,2019-06-02 08:08:33
Pengguna Google,bagus,5,2019-06-02 05:36:46
Pengguna Google,great game,5,2019-06-02 05:06:48
Pengguna Google,thank you for this game.. nice game...,5,2019-06-01 16:09:52
Pengguna Google,ok,5,2019-06-01 09:08:04
Pengguna Google,game nya bagus bangeeeeet sayang energi ngisinya lama. tapi bisa diakali iklan,5,2019-06-01 07:20:07
Pengguna Google,good,5,2019-06-01 03:27:00
Pengguna Google,"menarik tapi pake energi energi, jadi ga seru..lama ngumpulin energinya, ngabisinnya bentar",2,2019-05-31 15:47:20
Pengguna Google,bagus aku suka,5,2019-05-31 11:44:03
Pengguna Google,tolong power nya d cepetin donk ngisinya .mana mahal lagi klo mau belinya.untuk game nya mantul banged.goood job,4,2019-05-31 11:37:38
Pengguna Google,"untuk gamenya seru, cuman energynya boros dan lama ngisi, males maen gamenya juga",2,2019-05-31 06:10:43
Pengguna Google,good job,5,2019-05-31 05:10:13
Pengguna Google,saya suka banget gamenya tapi energinya masalahnya >:(,1,2019-05-31 04:39:58
Pengguna Google,So far so good. 1 thing I don't really like is it consume too much energy & they refill too long,4,2019-05-31 02:16:35
Pengguna Google,good,5,2019-05-31 01:39:02
Pengguna Google,"grafik dan alur cerita bagus sekali, tapi pakai energi adalah nilai minusnya",4,2019-05-30 22:57:39
Pengguna Google,ok,5,2019-05-30 16:57:53
Pengguna Google,"sebenarnya game ini bagus,cuma sayang nunggu energinya sampai penuh itu lama",3,2019-05-30 15:41:32
Pengguna Google,good,5,2019-05-30 14:53:55
Pengguna Google,ok sip,4,2019-05-30 10:56:01
Pengguna Google,yeah,5,2019-05-30 10:35:21
Pengguna Google,cool!,5,2019-05-30 05:41:40
Pengguna Google,good,5,2019-05-29 14:10:01
Pengguna Google,Nice,5,2019-05-29 13:18:04
Pengguna Google,bagus kita kaya jadi detektif betulan,5,2019-05-29 12:29:52
Pengguna Google,"good game, but plz make it easy to get free energy.. like watching video ads",3,2019-05-29 07:14:14
Pengguna Google,pelit energi nya wey,1,2019-05-29 06:39:47
Pengguna Google,great!!!,5,2019-05-29 06:17:22
Pengguna Google,this game is so cool,5,2019-05-29 04:07:31
Pengguna Google,Gamenya lumayan bagus,5,2019-05-29 03:33:16
Pengguna Google,graphic bagus bgt.. gameplay bagus.. sayang maennya pake energi yg pelit nya minta ampun.,2,2019-05-28 18:38:48
Pengguna Google,ok,4,2019-05-28 08:46:57
Pengguna Google,great game,5,2019-05-28 07:39:10
Pengguna Google,gamenya seru asik banget gk ngebosenin😊😊😍😍😍,5,2019-05-28 01:32:56
Pengguna Google,membuat ku lebih teliti mengerjakan segala sesuatu hhe lucu banget game bikin otak muter,5,2019-05-27 22:59:41
Pengguna Google,"bagus bgtt,cm sayangny energy nya cepet bngt abiss:(",5,2019-05-27 22:48:16
Pengguna Google,bagus banyak kosakata bahasa inggiris sy ketahui,5,2019-05-27 20:50:10
Pengguna Google,good,4,2019-05-27 13:27:10
Pengguna Google,good,4,2019-05-27 11:31:55
Pengguna Google,very good game,5,2019-05-27 09:07:10
Pengguna Google,sementara aman blm tau dah ke depannya,5,2019-05-27 08:15:03
Pengguna Google,beast game on May like,5,2019-05-27 08:14:41
Pengguna Google,bagus,5,2019-05-27 05:32:14
Pengguna Google,ok game nya,5,2019-05-27 00:43:11
Pengguna Google,Great Game but give me more stamina,5,2019-05-26 22:59:21
Pengguna Google,bagus!!!,5,2019-05-26 22:42:56
Pengguna Google,Good game,5,2019-05-26 18:37:27
Pengguna Google,goods game,5,2019-05-26 14:02:06
Pengguna Google,Sumpahh gamenya keren parah tapi cepet banget energinya habis dan buat ngecharge energinya juga lama. Masa mau beli energiny mahal banget,3,2019-05-26 13:58:21
Pengguna Google,good game...tambahin versi bahasa Indonesia🙏👍,5,2019-05-26 13:26:50
Pengguna Google,👍👍👍,5,2019-05-26 13:04:06
Pengguna Google,Baru instal bagus.. gw suka yg kya gini.. crime2 gtu. seneng aja mecahin misteri nya,5,2019-05-26 12:58:04
Pengguna Google,I love this game 😍 but the energy is so expensive 😓,5,2019-05-26 11:43:02
Pengguna Google,we need more energy!!!!!,1,2019-05-26 10:05:35
Pengguna Google,ok bagus,5,2019-05-26 07:24:57
Pengguna Google,Good game,5,2019-05-26 03:00:23
Pengguna Google,tiga aja dulu,3,2019-05-25 19:02:44
Pengguna Google,top,5,2019-05-25 17:18:15
Pengguna Google,seru,5,2019-05-25 15:27:44
Pengguna Google,"Game y Asyik,,tpi syg y ngisi energi y trllu lma,,dn klo bli trllu mhl..thnk",3,2019-05-25 11:53:10
Pengguna Google,energi terlalu lm,2,2019-05-25 09:56:39
Pengguna Google,good,5,2019-05-25 07:46:43
Pengguna Google,Ramee.,5,2019-05-25 05:57:58
Pengguna Google,sae,5,2019-05-25 03:05:29
Pengguna Google,gamnya agak susah tp keren,5,2019-05-25 00:19:57
Pengguna Google,good,4,2019-05-24 19:48:07
Pengguna Google,baguss sangatt,5,2019-05-24 16:33:49
Pengguna Google,game ini sangat bagus tapi sayang game ini harus dimainkan dalam online coba bisa offline pasti lebih bagus dan lebih enak tidak selalu buka internet untuk memainkannya,5,2019-05-24 15:48:04
Pengguna Google,good,4,2019-05-24 15:23:11
Pengguna Google,seru cuma energy nya cpt habis,5,2019-05-24 13:48:32
Pengguna Google,keren. banyak interaksi,5,2019-05-24 08:28:18
Pengguna Google,sip,5,2019-05-24 06:55:55
Pengguna Google,cool,5,2019-05-24 06:48:53
Pengguna Google,mayan lah ya,3,2019-05-24 06:25:19
Pengguna Google,👍👍👍,5,2019-05-23 16:59:14
Pengguna Google,gamenya asyik. cuma energi nya terlalu lama. kalau beli mahal banget. coba pengisian energi nya bisa lebih cepat.,5,2019-05-23 14:44:19
Pengguna Google,mau lanjut ke chapter 3...msh coming soon jd g bisa lanjut...pdhl lg seru2nyq,4,2019-05-23 04:08:43
Pengguna Google,gamenya seru tp recharge energynya lamaaaaa,3,2019-05-23 01:14:32
Pengguna Google,solusinya kenapa energi nya cepat banget habis dikarenakan game nya terlalu bagus dan pelit mohon update kedepan nya lebih baik lagi...,4,2019-05-23 00:59:42
Pengguna Google,saya suka game nie,5,2019-05-22 19:02:11
Pengguna Google,ok,5,2019-05-22 16:06:05
Pengguna Google,"Since i watch a movie named ""Murder On the Orient Express"" i became interested into murder mystery and the plot twist. thats why i like this game so MUCH.",5,2019-05-22 13:43:13
Pengguna Google,good,5,2019-05-22 13:33:31
Pengguna Google,bagus,5,2019-05-22 13:21:56
Pengguna Google,great,4,2019-05-22 05:51:15
Pengguna Google,permainannya seru banget ... lumayan lah buat ngisi waktu luang,5,2019-05-22 05:07:30
Pengguna Google,"good game, but the energy is very very worst thing that can make players waiting too long :( please fix it!",2,2019-05-21 20:48:18
Pengguna Google,Nice,5,2019-05-21 18:38:50
Pengguna Google,Good game,5,2019-05-21 17:58:50
Pengguna Google,ok,5,2019-05-21 17:26:38
Pengguna Google,nice game... but to hard get the energy,5,2019-05-21 14:42:42
Pengguna Google,Bagus gamesnya 👍👍👍👍,5,2019-05-21 09:25:18
Pengguna Google,good,5,2019-05-21 09:23:39
Pengguna Google,Interest,5,2019-05-21 06:05:21
Pengguna Google,👍👍,5,2019-05-21 03:51:10
Pengguna Google,keren,5,2019-05-20 15:48:02
Pengguna Google,"pengisian energi nya terlalu lama, masa 8 menit 1 energi, kalau bisa 5 menit 1 energi. dari segi gameplay udh Perfect",2,2019-05-20 07:11:22
Pengguna Google,wis,4,2019-05-20 00:54:47
Pengguna Google,GOOD GAME,5,2019-05-20 00:16:35
Pengguna Google,suka,5,2019-05-19 21:28:32
Pengguna Google,good,5,2019-05-19 12:36:50
Pengguna Google,grafik bagus..tp energi nya pelit.. lama bgt reload nya. pas bsa login lagi ud lupa game play nya,3,2019-05-19 11:07:15
Pengguna Google,great,5,2019-05-19 10:42:10
Pengguna Google,games nya seru cman energi nya kecepatan habis nya,3,2019-05-19 09:29:49
Pengguna Google,awalnya lumayan membingung kan...3 bintang dulu...sambil ngelihat level selanjut nya...kl bagus baru 5 bintang,3,2019-05-19 08:38:43
Pengguna Google,good game,5,2019-05-19 08:18:00
Pengguna Google,good games,5,2019-05-19 06:16:45
Pengguna Google,nice and neat,5,2019-05-19 06:02:26
Pengguna Google,siiipppp,5,2019-05-19 02:50:08
Pengguna Google,mantab,5,2019-05-18 23:47:48
Pengguna Google,bagus,5,2019-05-18 23:34:03
Pengguna Google,chalengging,5,2019-05-18 23:14:22
Pengguna Google,energy free please,3,2019-05-18 19:56:38
Pengguna Google,good,5,2019-05-18 13:22:07
Pengguna Google,keren,5,2019-05-18 12:37:58
Pengguna Google,sangat bagus 👍 suka sekali bermain game yg seperti ini,4,2019-05-18 03:24:27
Pengguna Google,good,5,2019-05-18 02:41:35
Pengguna Google,akan lebih baik pagi apabila tidak pakai energi,3,2019-05-16 23:26:05
Pengguna Google,sukaaa,5,2019-05-16 15:38:42
Pengguna Google,ini menarik dan tidak bosan,5,2019-05-16 15:31:55
Pengguna Google,bagus,4,2019-05-16 15:03:32
Pengguna Google,great game.. hnya saja energi nya cepat habis,5,2019-05-16 13:35:08
Pengguna Google,good,5,2019-05-16 13:06:59
Pengguna Google,ok,5,2019-05-16 12:08:12
Pengguna Google,good,4,2019-05-16 10:59:55
Pengguna Google,good,5,2019-05-16 10:13:49
Pengguna Google,good game,5,2019-05-16 00:22:40
Pengguna Google,good,5,2019-05-15 23:07:12
Pengguna Google,awsome game ... try it!,5,2019-05-15 12:47:26
Pengguna Google,mantap tenan,5,2019-05-15 00:53:36
Pengguna Google,good si...tp energinya lama keisi yaaa,5,2019-05-14 18:20:44
Pengguna Google,nice game,5,2019-05-14 17:24:05
Pengguna Google,good,5,2019-05-14 12:01:43
Pengguna Google,nice game,5,2019-05-14 07:44:31
Pengguna Google,very good game,5,2019-05-14 04:35:05
Pengguna Google,ok,5,2019-05-13 20:59:33
Pengguna Google,ok,4,2019-05-13 19:45:37
Pengguna Google,good,5,2019-05-13 15:44:49
Pengguna Google,game yg menarik🤔🤔 sayang terlalu byk mkn energi dan waktu pengisian energi terlalu lama😤😤,3,2019-05-13 15:21:07
Pengguna Google,awesome,5,2019-05-13 15:01:33
Pengguna Google,ilike,5,2019-05-13 11:43:48
Pengguna Google,Bagus...,2,2019-05-13 10:25:00
Pengguna Google,"bagus, tapi minim energy",3,2019-05-13 02:58:43
Pengguna Google,mantap gamex,5,2019-05-12 17:35:28
Pengguna Google,"garfis bagus, tapi obyek tampak kecil dilayar",5,2019-05-12 14:33:39
Pengguna Google,good,5,2019-05-12 13:04:53
Pengguna Google,energi nya kurang banyak,5,2019-05-12 05:53:40
Pengguna Google,good,5,2019-05-11 23:02:42
Pengguna Google,bagus,5,2019-05-11 15:27:16
Pengguna Google,ok,3,2019-05-11 13:19:44
Pengguna Google,actually its a good game. but to bad the game need energy.,3,2019-05-11 04:11:58
Pengguna Google,fun,5,2019-05-11 02:41:07
Pengguna Google,i can't open exiled dead chapter 2,4,2019-05-11 00:22:18
Pengguna Google,klo ada bahasa infonesianya sy kasih 5,3,2019-05-10 23:16:43
Pengguna Google,good,5,2019-05-10 20:11:18
Pengguna Google,good,5,2019-05-10 18:04:53
Pengguna Google,the best !!!,5,2019-05-10 18:03:17
Pengguna Google,menarik,5,2019-05-10 15:03:49
Pengguna Google,"game buat anak pejabat doang, karna energinya boros banget dan ngisinya lama banget. kalau beli, mahal bingittt. cobalah pengisian energinya 2 menit 1 energi. atau gak pake energi sama sekali, malah top.",1,2019-05-10 14:47:42
Pengguna Google,mantul,5,2019-05-10 14:24:45
Pengguna Google,good,4,2019-05-10 13:31:52
Pengguna Google,The game is very bad! Just a step forward has run out of energy !! The energy is very stingy !! If you want this game to be liked please don't stingy energy! Because people can get bored playing it!!! 👎👎👎👎👎👎,1,2019-05-10 11:21:46
Pengguna Google,seru banget!,5,2019-05-10 06:04:06
Pengguna Google,gread game,5,2019-05-10 05:43:57
Pengguna Google,energinya lama terkumpul,5,2019-05-10 04:08:15
Pengguna Google,menarik,5,2019-05-10 04:08:08
Pengguna Google,good,5,2019-05-10 01:49:19
Pengguna Google,bagussss sekali,5,2019-05-10 01:45:15
Pengguna Google,👍,4,2019-05-09 23:51:26
Pengguna Google,nice game,4,2019-05-09 20:04:30
Pengguna Google,👍,4,2019-05-09 06:52:47
Pengguna Google,nice game,5,2019-05-09 02:00:45
Pengguna Google,ok,5,2019-05-08 16:13:33
Pengguna Google,nntisaya tambakan klu bagus,3,2019-05-08 12:30:18
Pengguna Google,nice game,5,2019-05-08 11:21:19
Pengguna Google,it's a good game! i recommend to try this out,5,2019-05-08 07:59:29
Pengguna Google,mbuh,5,2019-05-07 12:32:45
Pengguna Google,ini gane sebenernya seru cuma kok pelit harus ada energi jadi kurang seru,1,2019-05-07 00:48:37
Pengguna Google,"Please update next chapter 3, The widow",5,2019-05-05 20:52:43
Pengguna Google,PLEASE BANGET YG CHAPT. THE WISDOW CEPET DI RILIS. GREGETAN SAMA SI PENJUAL LEMON ITU.. DITUNGGU THOR ! THANKS ! 😂😂❤️❤️,5,2019-05-05 19:44:24
Pengguna Google,mantap jiwa,5,2019-05-05 13:27:33
Pengguna Google,apa2an... ambil barang aja pake energi....game cupu,2,2019-05-04 06:15:43
Pengguna Google,energinya tolong dipermudah,5,2019-05-03 10:08:44
Pengguna Google,bagus,5,2019-05-03 02:51:08
Pengguna Google,"bagus, nyawanya terlalu boros..",1,2019-05-02 05:54:44
Pengguna Google,"sudah tamat seri 2.0 nya, ayo tmbh lagi cerita detektif nya!",5,2019-05-02 01:00:39
Pengguna Google,ok,5,2019-04-30 10:31:56
Pengguna Google,asik sekale cuma energi aja yang lama banget ngisinya,5,2019-04-27 09:28:45
Pengguna Google,bagus dan seru,5,2019-04-22 16:10:31
Pengguna Google,😍😍😍😍😍,5,2019-04-22 12:45:25
Pengguna Google,game seru,5,2019-04-22 05:17:34
Pengguna Google,apa sudah tidak update lagi ya ? padahal storynya kan belum selesai 😣😣😣,4,2019-04-21 18:02:49
Pengguna Google,belum tau se moga aja bagus,5,2019-04-21 07:11:10
Pengguna Google,"why I can't play? it's always say ""you're not authorization""",1,2019-04-21 06:42:31
Pengguna Google,i love this game,5,2019-04-20 02:24:47
Pengguna Google,Game nya seru cuma energi nya boros. Saya gak suka,5,2019-04-16 05:42:21
Pengguna Google,"There is even solitaire game in it, what a creative mystery games.",5,2019-04-13 01:32:51
Pengguna Google,this is a very great game its kinda hard cus you have to found the item and finding some code,5,2019-04-12 09:57:14
Pengguna Google,"Good i, am like game it is",5,2019-04-11 07:35:19
Pengguna Google,app ga bisa di buka ada kode 1020 mksdnya apa ya,2,2019-04-10 14:40:49
Pengguna Google,Game nya bagus grafik okee.. Tolong dong dipercepat update kasus selanjutnya ... Terima kasih,5,2019-04-10 14:19:52
Pengguna Google,gamenya seru cuman utk part 2 nya chapter 1 nya ga bisa di buka masih coming soon,3,2019-04-08 12:23:53
Pengguna Google,online main nya offline in donk biar seru terus jangan pakai bahasa Inggris pakai bahasa Indonesia aja,3,2019-04-08 06:00:31
Pengguna Google,good,5,2019-04-08 05:37:15
Pengguna Google,kasih 2 dulu ya,2,2019-04-06 16:26:28
Pengguna Google,kok nggak ada update lagi?,5,2019-04-05 13:23:40
Pengguna Google,"ini adalah game yang sangat bagus,secara keseluruhan mulai dari grafis,story,gameplaynya,sound dll.tapi kurangya itu harus pakai energi,coba tolong kepada developer untuk tidak menggunakan energi.sekian saran dari saya terima kasih",5,2019-04-05 09:58:06
Pengguna Google,game yg menarik..tpi sayang energi cepet abis..,5,2019-04-05 06:07:28
Pengguna Google,nyoba. jadi tak kasih 3 dlu,3,2019-04-03 13:17:51
Pengguna Google,❤️❤️,5,2019-04-03 06:28:06
Pengguna Google,nice,5,2019-04-02 15:32:41
Pengguna Google,good,5,2019-04-02 07:26:35
Pengguna Google,Mantaap gan,5,2019-04-02 06:41:42
Pengguna Google,ok,5,2019-04-01 05:12:29
Pengguna Google,baru nyoba,3,2019-03-29 16:41:41
Pengguna Google,great game,5,2019-03-29 14:06:44
Pengguna Google,oke,5,2019-03-29 00:08:10
Pengguna Google,new player,3,2019-03-28 15:08:36
Pengguna Google,Mantull,5,2019-03-28 08:05:29
Pengguna Google,"game nya si bagus, cuma nunggu energinya lama banget.. yang tadinya semangat mainnya pas liat energi ganaik2, jadi males mainnya",1,2019-03-28 02:04:34
Pengguna Google,Where is the update... It's been so looong...,5,2019-03-27 15:08:54
Pengguna Google,try first,4,2019-03-27 14:30:21
Pengguna Google,mantul,3,2019-03-27 08:49:42
Pengguna Google,seru deh,5,2019-03-26 10:01:28
Pengguna Google,Yang selanjutnya susah di buka,1,2019-03-26 07:23:51
Pengguna Google,"abis download, blum juga di mainin server error terus gk bisa main",1,2019-03-25 13:15:56
Pengguna Google,ngisi energinya lama energinya cepet abis,1,2019-03-25 01:20:44
Pengguna Google,oke,5,2019-03-24 13:50:29
Pengguna Google,"Game pny kekurangan & kelebihan.Kekurangannya(semua orang pasti punya pemikiran yg sama)yaitu ENERGINYA yg lama banget terkumpul & kalau beli mahal bingo. Kelebihannya(ada kaitannya sm energi), jd game ini kasih kita pilihan utk nonton iklan bt kita yg broken ini bt dapetin energi gratis(20 energi doang).Kelebihan lainnya(menurutku ini faktor knp game ini menjual energi terlalu mahal ) adl animasinya BAGUS BANGET.Ini game jg beda dari game pencarian lainnya pokoknya seru ada aktifitasnya gt 👍👍",4,2019-03-24 03:15:25
Pengguna Google,bagus,4,2019-03-23 15:09:12
Pengguna Google,please update for new chapter,4,2019-03-23 00:03:59
Pengguna Google,bagus,5,2019-03-22 12:20:51
Pengguna Google,ok,5,2019-03-21 09:01:23
Pengguna Google,dulu permulaan,2,2019-03-20 21:05:42
Pengguna Google,Energinya cepat habis!!,4,2019-03-20 13:22:32
Pengguna Google,gamenya bagus😎,4,2019-03-20 08:32:36
Pengguna Google,sip,5,2019-03-19 16:13:11
Pengguna Google,great,5,2019-03-19 07:17:39
Pengguna Google,good game,5,2019-03-18 19:31:04
Pengguna Google,good,4,2019-03-18 15:01:21
Pengguna Google,nice game,5,2019-03-18 13:53:02
Pengguna Google,ok,5,2019-03-18 08:09:54
Pengguna Google,i like it thank youuu,5,2019-03-17 12:18:58
Pengguna Google,"game nya keren banget, grafik bagus lagi, dan nyari barangnya juga susah2 gampang, jadi ga terlalu ngebosenin. Tapi tenang nyari barangnya gapake waktu dan hint tak terbatas. Tapi tenang juga, waktu kalian ga akan habis buat mainin game ini aja, soalnya ngisi energinya lama banget",5,2019-03-17 07:44:12
Pengguna Google,kagak suka,2,2019-03-16 15:20:39
Pengguna Google,good,3,2019-03-16 15:04:03
Pengguna Google,cool.. but the energy to so long to wait,5,2019-03-16 07:51:15
Pengguna Google,baru main sebentar energinya dah habis,2,2019-03-16 06:01:22
Pengguna Google,awal2 ga susah sih.. smga kedepannya levelw berikut jg ga susah.,4,2019-03-15 08:50:53
Pengguna Google,good,5,2019-03-15 07:05:00
Pengguna Google,"not bad,good game",5,2019-03-13 22:11:22
Pengguna Google,Dicoba dulu moga gem ini bukan gem online.,4,2019-03-13 10:48:01
Pengguna Google,"dapet energi nya ga gampang, kesel",4,2019-03-13 08:26:40
Pengguna Google,good game,4,2019-03-12 07:35:52
Pengguna Google,energinya lama penuhnya,2,2019-03-11 17:08:35
Pengguna Google,"good games, realy realy games",5,2019-03-11 12:48:24
Pengguna Google,bagus game nya...,5,2019-03-11 09:49:27
Pengguna Google,"wow bagus,grafik yang luar biasa,keren aku suka sama game ini",3,2019-03-07 18:16:11
Pengguna Google,suka banget sama gamenya melatih tapi lebih bagus lagi kalo tenaganya ga cepet abis,5,2019-03-07 13:46:42
Pengguna Google,nice,4,2019-03-07 10:27:15
Pengguna Google,Uut,5,2019-03-07 09:13:31
Pengguna Google,kapan exhiled dead chapter 2?,5,2019-03-06 12:03:27
Pengguna Google,bagus,5,2019-03-06 11:28:02
Pengguna Google,good game,5,2019-03-06 11:25:28
Pengguna Google,saya tambah bila bagus gamenya,4,2019-03-05 17:23:02
Pengguna Google,kpan versi yg terbaru....,5,2019-03-05 13:52:28
Pengguna Google,bagus bgt game nya,3,2019-03-05 09:59:19
Pengguna Google,because anna said to rate 5 stars.. i will uninstall this game btw..,5,2019-03-05 06:19:31
Pengguna Google,should be 5 without energy,4,2019-03-04 03:15:36
Pengguna Google,energinya boros...game dah bagus juga...,5,2019-03-03 10:56:54
Pengguna Google,yg chapter 2 masih coming soon..kpan nih?? cepet cepet muncul ya,5,2019-03-03 07:43:34
Pengguna Google,bagus mudah dan gk ribet,5,2019-03-02 18:40:12
Pengguna Google,Aku suka banget sma game bagus bgt,5,2019-03-02 09:39:59
Pengguna Google,wow,5,2019-03-01 23:52:43
Pengguna Google,"it's perfect game, i enjoy it.",5,2019-03-01 11:15:41
Pengguna Google,lama ngisi energi nya... coba cepet gitu padahal bagus...,3,2019-03-01 01:19:19
Pengguna Google,3 dlu,3,2019-02-28 20:51:15
Pengguna Google,its fun,5,2019-02-28 14:11:31
Pengguna Google,Nayse lah,5,2019-02-28 10:16:09
Pengguna Google,"grafiknya bagus, jalan ceritanya juga bagus. sayangnya apa2 pake energi dan energi yg dipakai tidak sedikit. mau main ga sampai 10 menit udh close lagi gara2 kekurangan energi. dan setelah dilihat ulasannya semua pada mengeluhkan ttg energi yg dipakai tp tidak ada feedback dan perbaikan mengenai apa yg kita komplainkan. lama2 ini game di uninstall aja dah -_-",3,2019-02-28 08:31:50
Pengguna Google,"gamesnya sih bagus,tapi energinya cepet habis dan ngisi energinya lama. jadi mau ku hapus saja gamesnya👎👎👎",1,2019-02-28 04:51:44
Pengguna Google,GOOD GAME,5,2019-02-28 02:11:36
Pengguna Google,"there is no joy playing this game with energy limit, unless you buy much energy",2,2019-02-27 23:46:21
Pengguna Google,good games,5,2019-02-27 23:17:28
Pengguna Google,okokok,5,2019-02-27 05:45:34
Pengguna Google,Sip,5,2019-02-26 16:35:38
Pengguna Google,i love it....entertaining game....,5,2019-02-26 14:24:14
Pengguna Google,energinya mana energi nya woi tlg dipercepat😒😒😒,3,2019-02-26 13:11:28
Pengguna Google,penuh misteri,5,2019-02-26 08:00:10
Pengguna Google,"aku udah selesai semua, tapi pas nyampek exiled dead kok masih coming soon ?? gasabar nunggu kelanjutannya...segera diupdate ya",5,2019-02-26 07:06:36
Pengguna Google,gems ny bagus,5,2019-02-26 05:48:40
Pengguna Google,cuma mau ambil coin 5000 :v,5,2019-02-25 12:07:34
Pengguna Google,bagus cuma energynya nunggunya lama banget.,4,2019-02-25 12:05:44
Pengguna Google,good games,5,2019-02-25 06:51:52
Pengguna Google,keren,5,2019-02-25 05:37:22
