tidak_baku,kata_baku
padetan,padatan
padhal,padahal
padhe,pakde
padhl,padahal
pahalax,pahalanya
pahamin,pahami
pahamin,memahami
pait,pahit
pake,pakai
pakek,pakai
pakke,pakai
paksain,memaksa
paksain,memaksakan
pala,kepala
palgi,apalagi
palinf,paling
palingann,palingan
pan,kapan
panasran,penasaran
pandanginya,memandanginya
panggilan'y,panggilannya
panggilan'ya,panggilannya
panglingg,pangling
pankapan,kapan-kapan
pans,fan
pantes,pantas
pantess,pantas
papahhhnya,papahnya
papiii,papi
para2,parah-parah
paraa,para
paraaah,parah
paraah,parah
parahh,parah
parahserver,parah server
parahsorry,parah sorry
paripurnahh,paripurna
parsis,persis
part,bagian
pas2an,pas-pasan
pasangn,pasangan
"pasien""nya",pasien-pasiennya
pass,pas
pass,lulus
passion,passion
passs,pas
past,pasti
pastii,pasti
patient,sabar
pavorit,favorit
pay,bayar
payahh,payah
paying,membayar
pcar,pacar
pcaran,pacaran
pcaranya,pacarannya
pcarny,pacarnya
pcran,pacaran
pcrn,pacaran
pcrnya,pacarnya
pd,pada
pd,percaya diri
pda,pada
pdahal,padahal
pdahl,padahal
pdhal,padahal
pdhall,padahal
pdhl,padahal
pdng,padang
pecahhg,pecah
pede,percaya diri
pedes,pedas
pedesssss,pedas
peduliin,mempedulikan
pedulilaaaah,pedulilah
peen,pengin
peengn,pengin
pegang2,pegang-pegang
pegangin,memegang
pelastik,plastik
peleotin,meleot
peliharaaaa,pelihara
pelitpengeluaranya,pelit pengeluarannya
pelwak,pelawak
pemainy,pemainnya
pembaruannyajika,pembaruannya jika
pen,pengin
penambhaab,penambahan
penasaraaann,penasaran
penasarancocok,penasaran cocok
penasarannnn,penasaran
penasaranpokonya,penasaran pokoknya
penasarn,penasaran
penbelian,pembelian
pengalam,pengalaman
pengan,pengin
penganten,pengantin
pengeeenn,pengin
pengen,pengin
pengenn,pengin
pengennn,pengin
pengennnn,pengin
penggunaqn,penggunaan
penghrgaan,penghargaan
pengikuy,pengikut
pengisiaanya,pengisiannya
pengn,pengin
pengrusak,perusak
pengunaan,penggunaan
pensaran,penasaran
pentass,pentas
pentingg,penting
penuhin,penuhi
penyakitny,penyakitnya
penyanyi2,penyanyi-penyanyi
penyebab2,penyebab-penyebab
people,orang
peragain,peragakan
perasaanny,perasaannya
perbaikimasa,perbaiki masa
perbaikin,memperbaiki
perbulannn,perbulan
percakapanx,percakapannya
percakapanya,percakapannya
percya,percaya
perfect,sempurna
perhatiam,perhatian
perhatiin,perhatikan
perilakuny,perilakunya
perjabatt,pejabat
permaian,permainan
permainannyacuma,permainannya cuma
permainanya,permainannya
permasalhkan,permasalahkan
perna,pernah
pernikahn,pernikahan
persatu,per satu
person,orang
personill,personil
pertamany,pertamanya
pertma,pertama
perubut,perebut
pesen,pesan
petinggi2,petinggi-petinggi
pg,pagi
pgen,pengin
pgi,pagi
pgin,pengin
pgn,pengin
pgnnya,penginnya
phone,telepon
pi,tapi
pick,pilih
piiiilih,pilih
piiink,pink
"pikir""",pikir-pikir
pilihannny,pilihannya
pilihnmu,pilihanmu
pilm,film
pingin,pengin
pingin,ingin
pinginnn,pengin
pinkkkk,pink
pinter,pintar
pintr,pintar
pipi'y,pipinya
pipine,pipinya
pipinyaaa,pipinya
pity,kasihan
pjang,pajang
pjg,panjang
pk,pakai
pkai,pakai
pke,pakai
pkee,pakai
pkek,pakai
pkk,pakai
pkoknya,pokoknya
pkoknyaa,pokoknya
pkrin,pikirkan
pla,pula
plaay,play
place,tempat
places,tempat-tempat
plampiasannn,pelampiasan
planeairport,pesawat bandara
play,main
played,dimainkan
player,pemain
players,pemain-pemain
playing,bermain
playkarena,main karena
playstore,play store
playtime,waktu main
please,tolong
pleasedont,tolong jangan
pleasee,tolong
pleaseeeee,tolong
pleaseeeeee,tolong
plg,pulang
plg,paling
pling,paling
plingan,palingan
plis,tolong
pliss,tolong
plisss,tolong
pljaran,pelajaran
pljrn,pelajaran
plot,alur
pls,tolong
plsa,pulsa
pluk,peluk
plus,tambah
plz,tolong
pmbantu,pembantu
pmbelajaran,pembelajaran
pmbyran,pembayaran
pndah,pindah
pndang,pandang
pndapat,pendapat
pngen,pengin
pngenn,pengin
pngn,pengin
pnjang,panjang
pnjerumus,penjerumus
pnjng,panjang
pnjual,penjual
pnting,penting
pnuh,penuh
pny,punya
pnya,punya
pnyaa,punya
point,poin
poko,pokok
pokok'a,pokoknya
pokonya,pokoknya
polll,pol
pollll,pol
ponakn,ponakan
poollll,pol
poool,pol
poooolllll,pol
poor,buruk
positippp,positif
possible,mungkin
pour,tuang
poured,dituang
power,daya
powernya,dayanya
ppa,papa
practice,latihan
praktekin,mempraktikkan
prasaan,perasaan
prawatan,perawatan
prcuma,percuma
prcy,percaya
prcya,percaya
prempuan,perempuan
presented,disajikan
pretty,cantik
prh,parah
prhatian,perhatian
price,harga
prinadi,pribadi
prioritize,prioritaskan
prjuangan,perjuangan
prlu,perlu
prmpuan,perempuan
prnah,pernah
prnh,pernah
probably,mungkin
problem,masalah
prodac,produk
prodak,produk
prodaknya,produknya
promil,program hamil
promise,janji
promoo,promo
protestin,protestan
proud,bangga
prsatukn,persatukan
prtamax,pertamanya
prwatn,perawatan
prwtn,perawatan
ps,pas
psangan,pasangan
psgn,pasangan
pst,pasti
psti,pasti
pu,punya
pucing,pusing
pukulin,pukuli
pulaa,pula
pulak,pula
punn,pun
punyaaa,punya
pura2,pura-pura
purchase,beli
push,dorong
pusingggg,pusing
putihh,putih
putihnyaa,putihnya
puzle,puzzle
puzlenya,puzzlenya
puzzles,puzzle-puzzle
px,punya
py,punya
pyudara,payudara
q,ku
q,aku
qaqaaaa,kakak
qm,kamu
qmu,kamu
qo,kok
qt,kita
qta,kita
qu,ku
quality,kualitas
quarter,kuartal
quest,pencarian
quick,cepat
quickly,dengan cepat
quicklyyy,dengan cepat
quit,berhenti
quite,cukup
quota,kuota
rada,agak
rajin2,rajin-rajin
rame2,rame-rame
ramee,rame
rana,ranah
random,acak
rapiad,rapid
rapih,rapi
rasaiin,rasai
rasain,rasai
rasain,merasai
rasakn,rasakan
rata2,rata-rata
ratarata,rata-rata
rate,nilai
rb,ribu
reading,membaca
real,nyata
realistic,realistis
really,sangat
realness,kenyataan
realy,sangat
recently,baru-baru ini
recharge,isi ulang
rechargenya,isi ulangnya
recharging,mengisi ulang
recomand,rekomendasi
recomend,rekomendasi
recomendasinya,rekomendasinya
recomended,direkomendasikan
recommend,rekomendasi
recommendasi,rekomendasi
recommended,direkomendasikan
recount,menceritakan kembali
recover,pulih
recovers,pulih
recovery,pemulihan
redho,ridho
reduce,kurangi
refil,isi ulang
refill,isi ulang
refillso,isi ulang so
refilnya,isi ulangnya
refresh,segarkan
regen,regenerasi
regenerate,regenerasi
regenerating,meregenerasi
rekomen,rekomendasi
rekomendain,rekomendasikan
rekomendasiiin,merekomendasikan
rekomendasiin,merekomendasikan
rekomendasiin,rekomendasikan
rekomndd,rekomendasi
relaaaa,rela
release,rilis
reload,muat ulang
remang2,remang-remang
remind,ingatkan
rempong,repot
repair,perbaiki
replenished,diisi ulang
replenishment,pengisian ulang
reponding,merespon
repong,repot
repot2,repot-repot
required,dibutuhkan
respawn,muncul kembali
respom,respon
responding,merespon
responpadahal,respon padahal
rest,istirahat
restart,mulai ulang
restore,pulihkan
restored,dipulihkan
review,ulasan
reward,hadiah
rewardnyamakasih,hadiahnya terima kasih
rezeqinya,rezekinya
rezki,rezeki
ributin,meributkan
riddles,teka-teki
ridiculous,konyol
right,benar
rilis,rilis
rinduuuuuuu,rindu
rinduuuuuuuuu,rindu
rinduuuuuuuuuu,rindu
rmbt,rambut
rmbut,rambut
rmbutnya,rambutnya
rmbuut,rambut
rmh,rumah
romantisny,romatisnya
romantiss,romantis
romantiz,romantis
romntis,romantis
room,ruangan
rpt2,repot-repot
rumh,rumah
rumpiin,rumpi
run,jalan
runs,berjalan
rupa2nya,rupa-rupanya
rusakkk,rusak
s,si
s,sih
s'lalu,selalu
s*inetr*n,sinetron
s3ndiri,sendiri
saaaaddd,sangat sedih
saat2,saat-saat
saayyyyy,say
sabaarrr,sabar
sabal,sabar
sabaro,sabar
sabarr,sabar
sabarrr,sabar
sabarrrrr,sabar
sabgat,sangat
sad,sedih
sadis2,sadis-sadis
safe,aman
sahabatt,sahabat
saia,saya
said,berkata
saking,karena
sakit,sakit
salaam,salam
salahin,salahkan
salammmm,salam
salehah,salihah
salfok,salah fokus
salluutt,salut
saltummmm,salah kostum
sam,sama
"sama""",sama-sama
sama2,sama-sama
samaa,sama
samaaaa,sama
samara,sakinah mawadah rahman
samayaitu,sama yaitu
same,sama
samoga,semoga
sampag,sampah
sampah,sampah
sampai2,sampai-sampai
sampau,sampai
sampe,sampai
sampein,sampaikan
sampek,sampai
sampis,sampah habis
sampw,sampai
sandi,sandi
sangaaattt,sangat
sangaat,sangat
sangat2,sangat-sangat
sangatt,sangat
sangattt,sangat
sanggat,sangat
sangking,saking
sangt,sangat
sanpai,sampai
santab,santap
santay,santai
sapa2,sapa-sapa
saranin,menyarankan
saranin,sarankan
sarankan,sarankan
sasama,sesama
satisfaction,kepuasan
satisfying,memuaskan
sattt,satu
satupunn,satupun
satuu,satu
satuuuuu,satu
saudra,saudara
save,simpan
saveload,simpan muat
say,sayang
say,katakan
saya2,saya-saya
sayaa,saya
sayaang,sayang
sayangboros,sayang boros
sayangenergy,sayang energi
sayangg'',sayang-sayang
sayanggg,sayang
sayangggq,sayangku
sayangkuh,sayangku
sayangkuuuuu,sayangku
sayangny,sayangnya
sayangx,sayangnya
sayapun,saya pun
saying,mengatakan
sayy,sayang
sayyy,say
sbagai,sebagai
sbaiknya,sebaiknya
sbb,sebab
sbbrnya,sebenarnya
sbbyak,sebanyak
sbelah,sebelah
sbelum,sebelum
sbenernya,sebenarnya
sbentar,sebentar
sbg,sebagai
sbgai,sebagai
sbhabat,sahabat
sblah,sebelah
sblh,sebelah
sblm,sebelum
sblmny,sebelumnya
sblmnya,sebelumnya
sblum,sebelum
sbnarnya,sebenarnya
sbnrny,sebenarnya
sbntar,sebentar
sbnyak,sebanyak
sbr,sabar
sbuah,sebuah
sby,surabaya
scene,adegan
scpatny,secepatnya
scr,secara
scra,secara
screen,layar
screenit,layar itu
script,skrip
sdah,sudah
sdg,sedang
sdgkn,sedangkan
sdh,sudah
sdikit,sedikit
sdkit,sedikit
sdkit2,sedikit-sedikit
sdkt,sedikit
sdri,sendiri
seakan,seakan
seakanakan,seakan-akan
seandainy,seandainya
search,cari
searching,mencari
season,musim
"sebaik""",sebaik-baik
sebel,sebal
sebelum2nya,sebelum-sebelumnya
sebelumbya,sebelumnya
sebenernya,sebenarnya
sebentr,sebentar
sebnyak,sebanyak
"seburuk""",seburuk-buruk
seburuk2,seburuk-buruk
second,kedua
section,bagian
sedangkn,sedangkan
sedihh,sedih
sedihhh,sedih
sedikik,sedikit
sedikitlaahh,sedikitlah
see,sih
see,lihat
seeeemua,semua
seeeruuuuuuuuuuu,sangat seru
seeh,sih
seehh,sih
seem,tampak
"segala""ny",segala-galanya
segala2nya,segala-galanya
seger,segar
segerr,segar
segerrrr,segar
segitunya,sebegitunya
segtu,sebegitu
seh,sih
sehabis,setelah
seharianbener,seharian benar
seharus,seharusnya
seharusny,seharusnya
sehat2,sehat-sehat
sehh,sih
seindonesiyah,seindonesia
sekaeang,sekarang
sekai,sekali
sekale,sekali
sekaleee,sekali
sekaleh,sekali
sekali2,sekali-kali
sekalii,sekali
sekaliiii,sekali
sekaliiiii,sekali
sekangen2,sekangen-kangen
sekarng,sekarang
seklian,sekalian
sekolahin,sekolahkan
sekrang,sekarang
sekrng,sekarang
seksii,seksi
selaloe,selalu
selaluu,selalu
selanjut,selanjutnya
selesaiin,selesaikan
sellow,selow
selmat,selamat
selmnya,selamanya
selmt,selamat
seluru,seluruh
semaleman,semalaman
semangaatt,semangat
semangaatttt,semangat
semangatt,semangat
semangattt,semangat
sembuhin,menyembuhkan
"sembunyi""""",sembunyi-sembunyi
semngat,semangat
semntara,sementara
semogaa,semoga
sempet,sempat
sempurnaa,sempurna
sempurnaaaaa,sempurna
Semua ada disini tuk keperluan Fashion,"tas & Sepatu.."""
semuaa,semua
semuaaa,semua
semuannyaaa,semuanya
semuanyaa,semuanya
semuanyaaaa,semuanya
senang2,senang-senang
senangat,semangat
sendeng,senang
sendirii,sendiri
sendirinnya,sendirinya
sendirinyya,sendirinya
sendirir,sendiri
sendri,sendiri
seneeeeeng,senang
seneng,senang
senengg,senang
senenggg,senang
senengin,senangi
sense,rasa
senyumin,senyumi
senyumna,senyumnya
seorg,seorang
seprti,seperti
serasiii,serasi
serem,seram
"serem""",seram-seram
serem2,seram-seram
sering2,sering-sering
seriously,serius
seru2,seru-seru
seru2an,seru-seruan
serulama,seru lama
serumenarikbikin,seru menarik bikin
serungk,seru tidak
serunyq,serunya
serutapi,seru tapi
seruterlampu,seru terlampi
serutiap,seru tiap
serutp,seru tapi
seruu,seru
seruuu,seru
seruuuu,seru
seruuuuu,seru
seruuuuuu,seru
seruuuuuuuuu,seru
seruuuuuuuuuuuu,seru
sesatt,sesat
sesekk,sesak
setabil,stabil
setelur2nya,setelur-telurnya
seterong,setrong
setju,setuju
setujuuu,setuju
setujuuuu,setuju
several,beberapa
sewain,menyewa
sexi,seksi
sexi2,seksi-seksi
sexxi,seksi
sey,sih
sgampang,segampang
sgla,segala
sgt,sangat
sgtu,sebegitu
sgtu'y,sebegitunya
shaaaay,say
shaay,say
shabat,sahabat
sharpen,pertajam
sharusnya,seharusnya
shat,sehat
shay,say
shayy,say
shayyy,say
shbat,sahabat
shbt,sahabat
shg,sehingga
ship,kapal
shipharbor,pelabuhan kapal
sholihah,salihah
short,pendek
should,harus
si,sih
sia2kan,sia-siakan
siapa2,siapa-siapa
siapaa,siapa
siapayahh,siapa ya
siappa,siapa
sibukx,sibuknya
sich,sih
sichh,sih
sichhhhhhhhhh,sih
sie,sih
signal,sinyal
sihat,sehat
sihh,sih
sihhberi,sih beri
sihhh,sih
sihhhh,sih
sihhhhh,sih
sii,sih
siih,sih
siihh,sih
siihhh,sih
siiih,sih
siiihh,sih
siiihhh,sih
siiiiiiippppppppp,sip
siiipppp,sip
siip,sip
siipp,sip
siippp,sip
sijadi,si jadi
"sikap""",sikap-sikap
silahkan,silakan
silahkn,silakan
silauuu,silau
silsturahmi,silaturahmi
simpen,simpan
since,sejak
sinet,sinetron
sintron,sinetron
sipiit,sipit
sipp,sip
sir,tuan
siriik,sirik
sirikk,sirik
sisain,menyisakan
sisanya,sisanya
sista2,sista-sista
sistem,sistem
sitayngin,ditayangkan
sj,saja
sja,saja
sjk,sejak
sk,suka
ska,suka
skali,sekali
skali2,sekali-kali
skaligus,sekaligus
skalii,sekali
skarang,sekarang
skedar,sekadar
skg,sekarang
skipspy,skip spy
skit,sakit
skitar,sekitar
sklh,sekolah
skli,sekali
sklinyaa,sekalinya
skluarga,sekeluarga
skolah,sekolah
skr,sekarang
skrang,sekarang
skrg,sekarang
skrng,sekarang
skrngnya,sekarangnya
skrnh,sekarang
skt,sakit
sktika,seketika
sktlrang,sekarang
slah,salah
slahkan,salahkan
slalu,selalu
slaluuuuu,selalu
slam,salam
slama,selama
slamat,selamat
slamet,selamat
slamt,selamat
slh,salah
slhkan,salahkan
sling,saling
sll,selalu
sllu,selalu
slm,salam
slmat,selamat
slmnya,salamnya
slmt,selamat
slmttt,selamat
slow,lambat
slowly,perlahan
slw,selow
sm,sama
sm2,sama-sama
sma,sama
sma2,sama-sama
smakin,semakin
small,kecil
smangat,semangat
smart,pintar
smbil,sambil
smentara,sementara
smg,semoga
smga,semoga
smgaa,semoga
smkin,semakin
smlman,semalaman
smnagatin,menyemangati
smngat,semangat
smnjak,semenjak
smog,semoga
smoga,semoga
smogaaa,semoga
smooth,lancar
smoothly,dengan lancar
smp,sampai
smpai,sampai
smpe,sampai
smpi,sampai
smpt,sempat
smrg,semarang
smster,semester
smua,semua
smuaaa,semua
smulla,semula
smvk,sempak
smw,semua
sna,sana
sndiri,sendiri
sndr,sendiri
sndri,sendiri
sneng,senang
sngaja,sengaja
sngt,sangat
so,sok
so,jadi
soal'y,soalnya
soalx,soalnya
sodara,saudara
soexciting,sangat menarik
soga,moga
sok2,sok-sok
sok2an,sok-sokan
sokk,sok
solitaire,solitaire
solution,solusi
solve,selesaikan
solved,terselesaikan
some,beberapa
something,sesuatu
sometimes,kadang-kadang
soon,segera
soonkpan,segera kapan
soonnya,segeranya
sooo,sangat
sooooo,sangat
sorry,maaf
sotoy,sok tau
sound,suara
sounds,suara-suara
sp,siapa
sp,sapa
speed,kecepatan
spend,menghabiskan
sperti,seperti
spertinya,sepertinya
sprt,seperti
sprti,seperti
spt,seperti
spti,seperti
spy,supaya
srng,sering
srpti,seperti
srruu,seru
srta,serta
ssorg,seseorang
sstu,sesuatu
staf2nya,staf-stafnya
stagahhhh,astaga
stage,panggung
stagenya,panggungnya
stamina,stamina
staminanya,staminanya
staminapleaseee,stamina tolong
star,bintang
stars,bintang-bintang
started,dimulai
starter,pemula
statusx,statusnya
stay,tinggal
steess,stres
stelah,setelah
step,langkah
stiap,setiap
stidaknya,setidaknya
still,masih
stimpal,setimpal
stingy,pelit
stju,setuju
stlh,setelah
stop,berhenti
stories,cerita-cerita
story,cerita
storyeverything,cerita semuanya
storyline,alur cerita
storylinenya,alur ceritanya
storynya,ceritanya
storyyyy,cerita
stp,setiap
stress,stres
sttus,status
stu,satu
stuck,macet
studios,studio-studio
stuju,setuju
stunning,menakjubkan
stupid,bodoh
suami'y,suaminya
suamiii,suami
suamiiiii,suami
suaminga,suaminya
suaminy,suaminya
suaranyaa,suaranya
suaranyaaaaaa,suaranya
suaranyamantap,suaranya mantap
suaravoice,suara voice
suaraynyaa,suaranya
suarranya,suaranya
subahanallah,subhanallah
subhanaallahh,subhanallah
subhanallahhh,subhanallah
subhanalloh,subhanallah
subhannallah,subhanallah
subhnallah,subhanallah
suces,sukses
such,seperti
sucses,sukses
sud,sudah
suda,sudah
sudaah,sudah
sudab,sudah
sudden,tiba-tiba
suddenly,tiba-tiba
sudh,sudah
suerrr,suer
suggestions,saran-saran
suipit,sipit
suk,suka
suka.a,sukanya
suka2,suka-suka
sukaa,suka
sukaaa,suka
sukaaaa,suka
sukaaaaaa,suka
sukaaak,suka
sukaini,suka ini
sukak,suka
sukakkk,suka
sukam,suka
sukaterima,suka terima
suke,suka
sukkaa,suka
sukkkaaa,suka
suko,suka
sukse,sukses
suksea,sukses
suksess,sukses
sukur2,sukur-sukur
sumai,suami
sumpahh,sumpah
sumpeh,sumpah
sumvahh,sumpah
sunah2,sunah-sunah
sunggu,sungguh
sungguh2,sungguh-sungguh
supeer,super
surgaa,surga
suru,suruh
susahngeselinbaru,susah mengeselkan baru
sweger,segar
swmntara,sementara
sy,saya
sya,saya
syang,sayang
syangnya,sayangnya
syantiek,cantik
syantiiiiikkkkkkkkkkkk,cantik
syantik,cantik
syediih,sedih
syediiihhh,sedih
syekaliii,sekali
syg,sayang
sygkuu,sayangku
"syirik""",syirik-syirik
syka,suka
syng,sayang
syngnya,sayangnya
synk,sayang
syp,siapa
sypa,siapa
syratnya,syaratnya
system,sistem
syukaaaaak,suka
syukaaakkk,suka
syulit,sulit
t4,tempat
taek,tahi
taekk,tahi
tah,teh
tahannn,tahan
"tahun""",tahun-tahun
tahun2,tahun-tahun
tai,tahi
taiiii,tahi
taiiiiii,tahi
taik,tahi
tak,tidak
take,ambil
takes,mengambil
taking,mengambil
takuttt,takut
takuuuuut,takut
talk,bicara
tamaaat,tamat
tamattt,tamat
tambahh,tambah
tambahi,tambahi
tambahim,tambahkan
tambahin,tambahkan
tambakan,tambahkan
tambh,tambah
tampialannya,tampilannya
tampilin,tampilkan
tamvann,tampan
tanda2nya,tanda-tandanya
tandapemberitahuan,tanda pemberitahuan
tanggung2,tanggung-tanggung
tangkep,tangkap
"tante""",tante-tante
tante2,tante-tante
tantee,tante
tanteny,tantenya
tanya2,tanya-tanya
tanyain,tanyakan
tanyang,tayang
taon,tahun
tap8,tapi
tapienergy,tapi energy
tapii,tapi
tapiii,tapi
tapiiii,tapi
tapo,tapi
tappi,tapi
tar,entar
taro,taruh
tau,tahu
tau2,tau-tau
taun,tahun
tauu,tau
tauuu,tau
tauuuu,tau
tauuuuu,tau
taux,taunya
taw,tau
tay,tahi
tayik,tahi
taz,atas
tbuh,tubuh
td,tadi
tdak,tidak
tdi,tadi
tdk,tidak
tdnya,tadinya
tdr,tidur
tdung,tudung
tdur,tidur
team,tim
tebel,tebal
tebir,ribet
"tebir""",ribet-ribet
tegaar,tegar
teganggu,terganggu
teguran2,teguran-teguran
tehh,teh
tehhh,teh
tehhhh,teh
tekateki,teka-teki
tekatekinya,teka-tekinya
telaatt,telat
telat,terlambat
telefisi,televisi
telimakacih,terima kasih
tell,beritahu
telling,memberitahu
"teman""ny",teman-temannya
teman2,teman-teman
tembemmm,tembem
tembokk,tembok
temen,teman
temen-temen,teman-teman
"temen""",teman-teman
temen2,teman-teman
temenan,berteman
temenkuuh,temanku
temenn,teman
temennya,temannya
tempat2,tempat-tempat
tempt,tempat
tenan,tenang
tengah2,tengah-tengah
tengaj,tengah
tenggah,tengah
tengok,lihat
tenny,tenang
tentanh,tentang
terangkhn,terangkan
terbaeeeek,terbaik
terbaeq,terbaik
terbaiiikkkkk,terbaik
terbaikkk,terbaik
terburu2,terburu-buru
terhaaru,terharu
terharuuu,terharu
terharuuuu,terharu
terimakasih,terima kasih
terimaksih,terima kasih
teringt,teringat
terjrumus,terjerumus
terkenall,terkenal
terkurasbaru,terkuras baru
termiribkan,termiripkan
terms,syarat
termuraaahhhh,termurah
termurahhh,termurah
termurahhhh,termurah
ternodain,ternodai
ternyataa,ternyata
terong2an,terong-terongan
terossss,terus
terrrrbaik,terbaik
tersambubg,tersambung
teru,terus
"terus""an",terus-terusan
terus2an,terus-terusan
teruspendapatan,terus pendapatan
teruss,terus
terusss,terus
terussss,terus
teruuss,terus
teruz,terus
teruzzz,terus
tess,tes
test,tes
testi,testimoni
testinya,testimoninya
tetapi,tetapi
tetaplaah,tetaplah
tetapppp,tetap
tetehh,teteh
tetep,tetap
tetp,tetap
teyuss,terus
tgk,tengok
tgl,tanggal
th,tahun
th,teh
th,tahu
th2,tahun-tahun
thaks,terima kasih
than,tahan
than,daripada
thank,terima kasih
thanks,terima kasih
thankss,terima kasih
thanksyoui,terima kasih
thankyou,terima kasih
that,itu
thats,itu
thdp,terhadap
them,mereka
then,kemudian
therchakitty,tersakiti
there,sana
therell,akan ada
theres,ada
they,mereka
thing,hal
things,hal-hal
think,pikir
thinking,berpikir
this,ini
thks,terima kasih
thn,tahun
thnan,tahunan
tho,walaupun
thor,thor
those,itu
thou,kamu
though,walaupun
thought,pikiran
thu,tuh
thu,itu
thumbs,jempol
thun,tahun
thx,terima kasih
tiap,setiap
tiba2,tiba-tiba
tibatiba,tiba-tiba
tidakkkk,tidak
tiga2nya,tiga-tiganya
tikung2,tikung-tikung
till,sampai
time,waktu
times,kali
tingal,tinggal
tinggalin,tinggalkan
tinggalkn,tinggalkan
tinggall,tinggal
tinggl,tinggal
tipe2,tipe-tipe
tips2,tips-tips
tipu2nya,tipu-tipunya
tium,cium
tk,tak
tkut,takut
tlg,tolong
tlog,tolong
tlong,tolong
tlp,telepon
tlsn,tulisan
tlvn,telepon
tman,teman
tmbah,tambah
tmbh,tambah
tmbhan,tambahan
tmbm,tembam
tmen,teman
tmn,teman
tmn2,teman-teman
tmn2nya,teman-temannya
tmpt,tempat
tnang,tenang
tnggl,tanggal
tnggu,tunggu
tngh,tengah
tnks,terima kasih
tnp,tanpa
tnpa,tanpa
tntg,tentang
tntram,tentram
tnya,tanya
to,tapi
to,untuk
tohh,toh
tokayyy,tahi
toketnya,teteknya
tolernsi,toleransi
tolongdiupdatelagidong,tolong diupdate lagi dong
toloollll,tolol
tongolin,menongol
too,juga
took,mengambil
topup,top up
tot,entot
totaly,total
tp,tapi
tpi,tapi
tpii,tapi
tpy,tapi
tq,terima kasih
train,latih
translate,terjemahkan
trapped,terjebak
trasa,terasa
trbaik,terbaik
trbaikk,terbaik
trbukti,terbukti
trganggu,terganggu
trhtung,terhitung
trima,terima
trims,terima kasih
trjadi,terjadi
trjd,terjadi
trknal,terkenal
trkrim,terkirim
trlalu,terlalu
trlihat,terlihat
trll,terlalu
trllu,terlalu
trmanis,termanis
trmasuk,termasuk
trmksh,terima kasih
trmsuk,termasuk
trnyata,ternyata
troma,trauma
trouble,masalah
troublesome,menyusahkan
trpsah,terpisah
trrharu,terharu
trs,terus
trsa,terasa
trserah,terserah
trserh,terserah
trsrh,terserah
trun,turun
trus,terus
trusan.a,terusannya
trusss,terus
trussss,terus
trutama,terutama
try,coba
tryata,ternyata
tsb,tersebut
tt,titi
ttap,tetap
tteh,teteh
ttep,tetap
ttg,tentang
tth,teteh
ttinggi,tinggi
ttp,tetap
tttttttttttrr,ter
tu,itu
tua2,tua-tua
tuany,tuanya
tuch,tuh
tudaj,tunjuk
tuh,itu
tuhanny,tuhannya
tuhh,tuh
tuhhh,tuh
tuk,untuk
tukan,tukang
tullus,tulus
tumpe2,tumpah-tumpah
tunggu2,tunggu-tunggu
tunjukan,tunjukkan
tunjukin,tunjukkan
turn,giliran
tutorialx,tutorialnya
tutupin,menutupi
tuu,tuh
tuuh,tuh
tuuu,itu
tuuuuh,tuh
tuwanya,tuanya
tuwek,tua
tw,tau
twist,putar
tx,tak
type,tipe
u,untuk
u,lu
u,kamu
uaaasssiiiik,asik
ubur2,ubur-ubur
ucapin,mengucapkan
ucul,lucu
ucull,lucu
ucullllll,lucu
ud,sudah
uda,sudah
udah,sudah
udah2,sudah-sudah
udahh,sudah
udahlah,sudahlah
udeh,sudah
udehh,sudah
udh,sudah
uga,juga
ugaaa,juga
ugha,juga
ughaa,juga
uhh,uh
uhhh,uh
uih,uh
uitnya,duitnya
ujg,ujung
ujung2,ujung-ujung
ujunggg,ujung
ulan,ulang
ulasannyasekarang,ulasannya sekarang
ultahe,ultahnya
ultha,ultah
undangan2,undangan-undangan
understand,mengerti
unforgiven,tidak termaafkan
unfortunate,sayang
unfortunatelly,sayangnya
unfortunately,sayangnya
ungkapin,ungkapkan
ungkit2,ungkit-ungkit
unhappy,tidak bahagia
uninstal,uninstall
uninstall,uninstall
uninstalled,uninstall
uninstalll,uninstall
unique,unik
unistall,uninstall
univ,universitas
unknown,tidak diketahui
unless,kecuali
unpredicteblemisalnya,tidak terduga misalnya
unreachable,tidak terjangkau
unsinstall,uninstall 
until,sampai
untk,untuk
untu,untuk
untuk,untuk
untung,untung
untungnya,untungnya
unyu2,unyu-unyu
unyuu,unyu
unyuuk,unyu
up,naik
upcoming,akan datang
updatenya,update
updates,update
updating,update
ur,kamu
urat2nya,urat-uratnya
ursan,urusan
urusanny,urusannya
urusin,mengurusi
urusin,urus
urusn,urusan
us,kami
usa,usah
usage,penggunaan
usahh,usah
use,gunakan
used,digunakan
useless,tidak berguna
user,pengguna
users,pengguna
ush,usah
using,menggunakan
ustzah,ustazah
utk,untuk
utkmu,untukmu
uuh,uh
uuhh,uh
uuhhh,uh
uuuuuaaaaaaaaaappppppppppiiiiiiiiiiiiiiiiiikkkkkkkkkkkkkkkk,apik
uwahhhhh,wah
uwakk,uwak
uwee,gue
uztad,ustad
vary,bervariasi
veey,sangat
vefer,sangat
verrryyy,sangat
verry,sangat
version,versi
very,sangat
veryyyyyyyyyyinteresting,sangat menarik
vibes,suasana
videonya,videonya
vidio,video
villa,vila
voba,coba
voice,suara
w,gue
wa,wah
"WA:081210238087""",abreviasi
"WA:081210238087""",anaptiksis
