userName,content,score,at,cleaning,case_folding,token,normalization,stopword,negation,stemming
Devi Lianda,"Secara keseluruhan bagus, tapi energinya cepat habis",4,2025-02-02 16:11:44,Secara keseluruhan bagus tapi energinya cepat habis,secara keseluruhan bagus tapi energinya cepat habis,"['secara', 'keseluruhan', 'bagus', 'tapi', 'energinya', 'cepat', 'habis']","['secara', 'keseluruhan', 'bagus', 'tapi', 'energinya', 'cepat', 'habis']","['bagus', 'energinya', 'cepat', 'habis']","['bagus', 'energinya', 'cepat', 'habis']","['bagus', 'energi', 'cepat', 'habis']"
Elia Adiel,"game find hidden object paling niat sedunia. dari alur cerita, visual, lagu dll. jarang2 aku ngadi ulasan tapi ini worth the review",5,2025-02-02 07:27:47,game find hidden object paling niat sedunia dari alur cerita visual lagu dll jarang aku ngadi ulasan tapi ini worth the review,game find hidden object paling niat sedunia dari alur cerita visual lagu dll jarang aku ngadi ulasan tapi ini worth the review,"['game', 'find', 'hidden', 'object', 'paling', 'niat', 'sedunia', 'dari', 'alur', 'cerita', 'visual', 'lagu', 'dll', 'jarang', 'aku', 'ngadi', 'ulasan', 'tapi', 'ini', 'worth', 'the', 'review']","['game', 'temukan', 'tersembunyi', 'objek', 'paling', 'niat', 'sedunia', 'dari', 'alur', 'cerita', 'visual', 'lagu', 'dan', 'lain-lain', 'jarang', 'aku', 'ngadi', 'ulasan', 'tapi', 'ini', 'berharga', 'the', 'ulasan']","['game', 'temukan', 'tersembunyi', 'objek', 'niat', 'sedunia', 'alur', 'cerita', 'visual', 'lagu', 'lain-lain', 'jarang', 'ngadi', 'ulasan', 'berharga', 'the', 'ulasan']","['game', 'temukan', 'tersembunyi', 'objek', 'niat', 'sedunia', 'alur', 'cerita', 'visual', 'lagu', 'lain-lain', 'jarang', 'ngadi', 'ulasan', 'berharga', 'the', 'ulasan']","['game', 'temu', 'sembunyi', 'objek', 'niat', 'dunia', 'alur', 'cerita', 'visual', 'lagu', 'lain', 'jarang', 'ngadi', 'ulas', 'harga', 'the', 'ulas']"
Bayu Prasetyo,Server always unreachable,1,2025-02-01 18:28:27,Server always unreachable,server always unreachable,"['server', 'always', 'unreachable']","['server', 'selalu', 'tidak', 'terjangkau']","['server', 'tidak', 'terjangkau']","['server', 'tidak_terjangkau']","['server', 'tidak jangkau']"
Ulfah Kharimah,"Gamenya bagus banget baik secara visual, alur cerita, ragam mini dan macro gamesnya! Masalahnya cuma di energy yang makan waktu buat ngumpulin, tetapi cepat banget habisnya. Belum lagi nggak ada pilihan nonton iklan untuk mengumpulkan energy. Semalaman ngumpulin energy, habis sekejap bahkan belum selesai saat cari mainin gamesnya.",4,2025-01-28 05:41:39,Gamenya bagus banget baik secara visual alur cerita ragam mini dan macro gamesnya Masalahnya cuma di energy yang makan waktu buat ngumpulin tetapi cepat banget habisnya Belum lagi nggak ada pilihan nonton iklan untuk mengumpulkan energy Semalaman ngumpulin energy habis sekejap bahkan belum selesai saat cari mainin gamesnya,gamenya bagus banget baik secara visual alur cerita ragam mini dan macro gamesnya masalahnya cuma di energy yang makan waktu buat ngumpulin tetapi cepat banget habisnya belum lagi nggak ada pilihan nonton iklan untuk mengumpulkan energy semalaman ngumpulin energy habis sekejap bahkan belum selesai saat cari mainin gamesnya,"['gamenya', 'bagus', 'banget', 'baik', 'secara', 'visual', 'alur', 'cerita', 'ragam', 'mini', 'dan', 'macro', 'gamesnya', 'masalahnya', 'cuma', 'di', 'energy', 'yang', 'makan', 'waktu', 'buat', 'ngumpulin', 'tetapi', 'cepat', 'banget', 'habisnya', 'belum', 'lagi', 'nggak', 'ada', 'pilihan', 'nonton', 'iklan', 'untuk', 'mengumpulkan', 'energy', 'semalaman', 'ngumpulin', 'energy', 'habis', 'sekejap', 'bahkan', 'belum', 'selesai', 'saat', 'cari', 'mainin', 'gamesnya']","['gamenya', 'bagus', 'banget', 'baik', 'secara', 'visual', 'alur', 'cerita', 'ragam', 'mini', 'dan', 'macro', 'gamenya', 'masalahnya', 'cuma', 'di', 'energi', 'yang', 'makan', 'waktu', 'buat', 'kumpulkan', 'tetapi', 'cepat', 'banget', 'habisnya', 'belum', 'lagi', 'tidak', 'ada', 'pilihan', 'menonton', 'iklan', 'untuk', 'mengumpulkan', 'energi', 'semalaman', 'kumpulkan', 'energi', 'habis', 'sekejap', 'bahkan', 'belum', 'selesai', 'saat', 'cari', 'mainin', 'gamenya']","['gamenya', 'bagus', 'banget', 'visual', 'alur', 'cerita', 'ragam', 'mini', 'macro', 'gamenya', 'energi', 'makan', 'waktu', 'kumpulkan', 'cepat', 'banget', 'habisnya', 'belum', 'tidak', 'pilihan', 'menonton', 'iklan', 'mengumpulkan', 'energi', 'semalaman', 'kumpulkan', 'energi', 'habis', 'sekejap', 'belum', 'selesai', 'cari', 'mainin', 'gamenya']","['gamenya', 'bagus', 'banget', 'visual', 'alur', 'cerita', 'ragam', 'mini', 'macro', 'gamenya', 'energi', 'makan', 'waktu', 'kumpulkan', 'cepat', 'banget', 'habisnya', 'tidak_pilihan', 'menonton', 'iklan', 'mengumpulkan', 'energi', 'semalaman', 'kumpulkan', 'energi', 'habis', 'sekejap', 'tidak_selesai', 'cari', 'mainin', 'gamenya']","['gamenya', 'bagus', 'banget', 'visual', 'alur', 'cerita', 'ragam', 'mini', 'macro', 'gamenya', 'energi', 'makan', 'waktu', 'kumpul', 'cepat', 'banget', 'habis', 'tidak pilih', 'tonton', 'iklan', 'kumpul', 'energi', 'malam', 'kumpul', 'energi', 'habis', 'kejap', 'tidak selesai', 'cari', 'mainin', 'gamenya']"
Made Laksmi,bagus banget cmn energynya lama ke isi,3,2025-01-26 05:06:31,bagus banget cmn energynya lama ke isi,bagus banget cmn energynya lama ke isi,"['bagus', 'banget', 'cmn', 'energynya', 'lama', 'ke', 'isi']","['bagus', 'banget', 'cuman', 'energinya', 'lama', 'ke', 'isi']","['bagus', 'banget', 'cuman', 'energinya', 'isi']","['bagus', 'banget', 'cuman', 'energinya', 'isi']","['bagus', 'banget', 'cuman', 'energi', 'isi']"
Soli Marchelena,"kalo ngebug gue balik lagi, baru mulai wkwkwk",5,2025-01-22 15:41:22,kalo ngebug gue balik lagi baru mulai wkwkwk,kalo ngebug gue balik lagi baru mulai wkwkwk,"['kalo', 'ngebug', 'gue', 'balik', 'lagi', 'baru', 'mulai', 'wkwkwk']","['kalau', 'bug', 'saya', 'kembali', 'lagi', 'baru', 'mulai', 'wkwkwk']","['bug', 'wkwkwk']","['bug', 'wkwkwk']","['bug', 'wkwkwk']"
andi nurafiqah soraya,"Setiap kali main selalu server tidak merespon, padahal jaringan internet lancar dan saya juga bisa tetap main murder by choice. Game yg sama dari developer ini, padahal gamenya baru di-update kok malah jadi parah banget. Sebelum di-update tidak pernah kayak gini",2,2025-01-06 09:56:26,Setiap kali main selalu server tidak merespon padahal jaringan internet lancar dan saya juga bisa tetap main murder by choice Game yg sama dari developer ini padahal gamenya baru diupdate kok malah jadi parah banget Sebelum diupdate tidak pernah kayak gini,setiap kali main selalu server tidak merespon padahal jaringan internet lancar dan saya juga bisa tetap main murder by choice game yg sama dari developer ini padahal gamenya baru diupdate kok malah jadi parah banget sebelum diupdate tidak pernah kayak gini,"['setiap', 'kali', 'main', 'selalu', 'server', 'tidak', 'merespon', 'padahal', 'jaringan', 'internet', 'lancar', 'dan', 'saya', 'juga', 'bisa', 'tetap', 'main', 'murder', 'by', 'choice', 'game', 'yg', 'sama', 'dari', 'developer', 'ini', 'padahal', 'gamenya', 'baru', 'diupdate', 'kok', 'malah', 'jadi', 'parah', 'banget', 'sebelum', 'diupdate', 'tidak', 'pernah', 'kayak', 'gini']","['setiap', 'kali', 'main', 'selalu', 'server', 'tidak', 'merespon', 'padahal', 'jaringan', 'internet', 'lancar', 'dan', 'saya', 'juga', 'bisa', 'tetap', 'main', 'pembunuhan', 'oleh', 'pilihan', 'game', 'yang', 'sama', 'dari', 'pengembang', 'ini', 'padahal', 'gamenya', 'baru', 'diupdate', 'kok', 'malah', 'jadi', 'parah', 'banget', 'sebelum', 'diupdate', 'tidak', 'pernah', 'seperti', 'begini']","['main', 'server', 'tidak', 'merespon', 'jaringan', 'internet', 'lancar', 'main', 'pembunuhan', 'pilihan', 'game', 'pengembang', 'gamenya', 'diupdate', 'parah', 'banget', 'diupdate', 'tidak']","['main', 'server', 'tidak_merespon', 'jaringan', 'internet', 'lancar', 'main', 'pembunuhan', 'pilihan', 'game', 'pengembang', 'gamenya', 'diupdate', 'parah', 'banget', 'diupdate']","['main', 'server', 'tidak merespon', 'jaring', 'internet', 'lancar', 'main', 'bunuh', 'pilih', 'game', 'kembang', 'gamenya', 'diupdate', 'parah', 'banget', 'diupdate']"
Rahman Hakim,Server is not responding. Please try again in 15 minutes,1,2025-01-05 07:37:42,Server is not responding Please try again in  minutes,server is not responding please try again in  minutes,"['server', 'is', 'not', 'responding', 'please', 'try', 'again', 'in', 'minutes']","['server', 'adalah', 'tidak', 'merespon', 'tolong', 'coba', 'lagi', 'di', 'dalam', 'menit']","['server', 'tidak', 'merespon', 'tolong', 'coba', 'menit']","['server', 'tidak_merespon', 'tolong', 'coba', 'menit']","['server', 'tidak merespon', 'tolong', 'coba', 'menit']"
Yusufa Mardika,"berkelass game nya ngasah otak bangett,... sampe butuh temen buat bantuuin selesai nya misi",5,2024-12-15 18:17:57,berkelass game nya ngasah otak bangett sampe butuh temen buat bantuuin selesai nya misi,berkelass game nya ngasah otak bangett sampe butuh temen buat bantuuin selesai nya misi,"['berkelass', 'game', 'nya', 'ngasah', 'otak', 'bangett', 'sampe', 'butuh', 'temen', 'buat', 'bantuuin', 'selesai', 'nya', 'misi']","['berkelas', 'game', 'ya', 'asah', 'otak', 'banget', 'sampai', 'butuh', 'teman', 'buat', 'bantu', 'in', 'selesai', 'ya', 'misi']","['berkelas', 'game', 'asah', 'otak', 'banget', 'butuh', 'teman', 'bantu', 'in', 'selesai', 'misi']","['berkelas', 'game', 'asah', 'otak', 'banget', 'butuh', 'teman', 'bantu', 'in', 'selesai', 'misi']","['kelas', 'game', 'asah', 'otak', 'banget', 'butuh', 'teman', 'bantu', 'in', 'selesai', 'misi']"
ajeng febrian,keren banget!!! suka deh miss myers sekarang punya flat sendiri🩷,5,2024-11-21 10:13:19,keren banget suka deh miss myers sekarang punya flat sendiri,keren banget suka deh miss myers sekarang punya flat sendiri,"['keren', 'banget', 'suka', 'deh', 'miss', 'myers', 'sekarang', 'punya', 'flat', 'sendiri']","['keren', 'banget', 'suka', 'deh', 'rindu', 'myers', 'sekarang', 'punya', 'datar', 'sendiri']","['keren', 'banget', 'suka', 'deh', 'rindu', 'myers', 'datar']","['keren', 'banget', 'suka', 'deh', 'rindu', 'myers', 'datar']","['keren', 'banget', 'suka', 'deh', 'rindu', 'myers', 'datar']"
budi mandiri,"I love this type of game so much, thankyou for also paying attention to the voice actor. please do make more games like this in the future nordcurrent! ❤",5,2024-11-20 12:41:30,I love this type of game so much thankyou for also paying attention to the voice actor please do make more games like this in the future nordcurrent ,i love this type of game so much thankyou for also paying attention to the voice actor please do make more games like this in the future nordcurrent ,"['i', 'love', 'this', 'type', 'of', 'game', 'so', 'much', 'thankyou', 'for', 'also', 'paying', 'attention', 'to', 'the', 'voice', 'actor', 'please', 'do', 'make', 'more', 'games', 'like', 'this', 'in', 'the', 'future', 'nordcurrent']","['saya', 'cinta', 'ini', 'tipe', 'dari', 'game', 'jadi', 'banyak', 'terima', 'kasih', 'untuk', 'juga', 'membayar', 'perhatian', 'untuk', 'the', 'suara', 'aktor', 'tolong', 'di', 'pakai', 'lebih', 'games', 'suka', 'ini', 'di', 'dalam', 'the', 'masa', 'depan', 'nordcurrent']","['cinta', 'tipe', 'game', 'terima', 'kasih', 'membayar', 'perhatian', 'the', 'suara', 'aktor', 'tolong', 'pakai', 'games', 'suka', 'the', 'nordcurrent']","['cinta', 'tipe', 'game', 'terima', 'kasih', 'membayar', 'perhatian', 'the', 'suara', 'aktor', 'tolong', 'pakai', 'games', 'suka', 'the', 'nordcurrent']","['cinta', 'tipe', 'game', 'terima', 'kasih', 'bayar', 'perhati', 'the', 'suara', 'aktor', 'tolong', 'pakai', 'games', 'suka', 'the', 'nordcurrent']"
Husna Tanbu,Aku sudah tamat. Ada lagi ga sih game seperti ini,5,2024-11-19 03:25:51,Aku sudah tamat Ada lagi ga sih game seperti ini,aku sudah tamat ada lagi ga sih game seperti ini,"['aku', 'sudah', 'tamat', 'ada', 'lagi', 'ga', 'sih', 'game', 'seperti', 'ini']","['aku', 'sudah', 'tamat', 'ada', 'lagi', 'tidak', 'sih', 'game', 'seperti', 'ini']","['tamat', 'tidak', 'sih', 'game']","['tamat', 'tidak_sih', 'game']","['tamat', 'tidak sih', 'game']"
Harun Ahmad,Very good,5,2024-11-18 12:57:08,Very good,very good,"['very', 'good']","['sangat', 'bagus']",['bagus'],['bagus'],['bagus']
Erwin Chandra,mantul,5,2024-11-16 07:26:48,mantul,mantul,['mantul'],['mantul'],['mantul'],['mantul'],['mantul']
Rosheta Ross,"Ok...Udah finish gamenya, tinggal nunggu season terbaru lagi",5,2024-11-13 06:49:22,OkUdah finish gamenya tinggal nunggu season terbaru lagi,okudah finish gamenya tinggal nunggu season terbaru lagi,"['okudah', 'finish', 'gamenya', 'tinggal', 'nunggu', 'season', 'terbaru', 'lagi']","['ok', 'sudah', 'selesai', 'gamenya', 'tinggal', 'tunggu', 'musim', 'terbaru', 'lagi']","['ok', 'selesai', 'gamenya', 'tinggal', 'tunggu', 'musim', 'terbaru']","['ok', 'selesai', 'gamenya', 'tinggal', 'tunggu', 'musim', 'terbaru']","['ok', 'selesai', 'gamenya', 'tinggal', 'tunggu', 'musim', 'baru']"
Annisa Nur sakinah,Ceritanya Bagus semua bagus haya kurang gak ada bahasa indonesia,5,2024-11-09 13:04:41,Ceritanya Bagus semua bagus haya kurang gak ada bahasa indonesia,ceritanya bagus semua bagus haya kurang gak ada bahasa indonesia,"['ceritanya', 'bagus', 'semua', 'bagus', 'haya', 'kurang', 'gak', 'ada', 'bahasa', 'indonesia']","['ceritanya', 'bagus', 'semua', 'bagus', 'hanya', 'kurang', 'tidak', 'ada', 'bahasa', 'indonesia']","['ceritanya', 'bagus', 'bagus', 'tidak', 'bahasa', 'indonesia']","['ceritanya', 'bagus', 'bagus', 'tidak_bahasa', 'indonesia']","['cerita', 'bagus', 'bagus', 'tidak bahasa', 'indonesia']"
Aurelia Keyla,boros energi,2,2024-11-09 11:23:48,boros energi,boros energi,"['boros', 'energi']","['boros', 'energi']","['boros', 'energi']","['boros', 'energi']","['boros', 'energi']"
Second Soul,why i can't not open the chapter 6... All chapter i already finish,1,2024-11-01 20:04:28,why i cant not open the chapter  All chapter i already finish,why i cant not open the chapter  all chapter i already finish,"['why', 'i', 'cant', 'not', 'open', 'the', 'chapter', 'all', 'chapter', 'i', 'already', 'finish']","['kenapa', 'saya', 'tidak', 'bisa', 'tidak', 'buka', 'the', 'chapter', 'semua', 'chapter', 'saya', 'sudah', 'selesai']","['tidak', 'tidak', 'buka', 'the', 'chapter', 'chapter', 'selesai']","['tidak_buka', 'the', 'chapter', 'chapter', 'selesai']","['tidak buka', 'the', 'chapter', 'chapter', 'selesai']"
Kavi Ananda,good game,5,2024-10-10 12:48:26,good game,good game,"['good', 'game']","['bagus', 'game']","['bagus', 'game']","['bagus', 'game']","['bagus', 'game']"
Dewi,bgs game nya,4,2024-09-30 13:05:18,bgs game nya,bgs game nya,"['bgs', 'game', 'nya']","['bagus', 'game', 'ya']","['bagus', 'game']","['bagus', 'game']","['bagus', 'game']"
Eseiar Sinta,"I have finished this game. I thought chapter 6 (Wiped out) would be the end, but it only went up to chapter 5 (No Quarter). I am waiting for the continuation of this game.",4,2024-09-18 22:56:54,I have finished this game I thought chapter  Wiped out would be the end but it only went up to chapter  No Quarter I am waiting for the continuation of this game,i have finished this game i thought chapter  wiped out would be the end but it only went up to chapter  no quarter i am waiting for the continuation of this game,"['i', 'have', 'finished', 'this', 'game', 'i', 'thought', 'chapter', 'wiped', 'out', 'would', 'be', 'the', 'end', 'but', 'it', 'only', 'went', 'up', 'to', 'chapter', 'no', 'quarter', 'i', 'am', 'waiting', 'for', 'the', 'continuation', 'of', 'this', 'game']","['saya', 'punya', 'selesai', 'ini', 'game', 'saya', 'pikiran', 'chapter', 'menghapus', 'keluar', 'akan', 'be', 'the', 'akhir', 'tapi', 'itu', 'hanya', 'pergi', 'naik', 'untuk', 'chapter', 'tidak', 'kuartal', 'saya', 'sama', 'menunggu', 'untuk', 'the', 'kelanjutan', 'dari', 'ini', 'game']","['selesai', 'game', 'pikiran', 'chapter', 'menghapus', 'be', 'the', 'pergi', 'chapter', 'tidak', 'kuartal', 'menunggu', 'the', 'kelanjutan', 'game']","['selesai', 'game', 'pikiran', 'chapter', 'menghapus', 'be', 'the', 'pergi', 'chapter', 'tidak_kuartal', 'menunggu', 'the', 'kelanjutan', 'game']","['selesai', 'game', 'pikir', 'chapter', 'hapus', 'be', 'the', 'pergi', 'chapter', 'tidak kuartal', 'tunggu', 'the', 'lanjut', 'game']"
big sandwich,Best mystery game i ever played in mobile. Especially Dada Killer part🫡,5,2024-09-08 07:23:55,Best mystery game i ever played in mobile Especially Dada Killer part,best mystery game i ever played in mobile especially dada killer part,"['best', 'mystery', 'game', 'i', 'ever', 'played', 'in', 'mobile', 'especially', 'dada', 'killer', 'part']","['terbaik', 'misteri', 'game', 'saya', 'pernah', 'dimainkan', 'di', 'dalam', 'mobile', 'terutama', 'dada', 'pembunuh', 'bagian']","['terbaik', 'misteri', 'game', 'dimainkan', 'mobile', 'dada', 'pembunuh']","['terbaik', 'misteri', 'game', 'dimainkan', 'mobile', 'dada', 'pembunuh']","['baik', 'misteri', 'game', 'main', 'mobile', 'dada', 'bunuh']"
T Mar,"Uninstalled the game, because I still can't play it due to server not reponding notification.",1,2024-09-03 03:43:34,Uninstalled the game because I still cant play it due to server not reponding notification,uninstalled the game because i still cant play it due to server not reponding notification,"['uninstalled', 'the', 'game', 'because', 'i', 'still', 'cant', 'play', 'it', 'due', 'to', 'server', 'not', 'reponding', 'notification']","['uninstall', 'the', 'game', 'karena', 'saya', 'masih', 'tidak', 'bisa', 'main', 'itu', 'karena', 'untuk', 'server', 'tidak', 'merespon', 'notifikasi']","['uninstall', 'the', 'game', 'tidak', 'main', 'server', 'tidak', 'merespon', 'notifikasi']","['uninstall', 'the', 'game', 'tidak_main', 'server', 'tidak_merespon', 'notifikasi']","['uninstall', 'the', 'game', 'tidak main', 'server', 'tidak merespon', 'notifikasi']"
Abdul Majid,this is the marvelous game,4,2024-08-18 06:40:55,this is the marvelous game,this is the marvelous game,"['this', 'is', 'the', 'marvelous', 'game']","['ini', 'adalah', 'the', 'luar', 'biasa', 'game']","['the', 'game']","['the', 'game']","['the', 'game']"
emak emak,"Why ""server not responding"" since 3 days ago? but in other nordcurrent's games it runs smoothly",5,2024-08-05 09:51:28,Why server not responding since  days ago but in other nordcurrents games it runs smoothly,why server not responding since  days ago but in other nordcurrents games it runs smoothly,"['why', 'server', 'not', 'responding', 'since', 'days', 'ago', 'but', 'in', 'other', 'nordcurrents', 'games', 'it', 'runs', 'smoothly']","['kenapa', 'server', 'tidak', 'merespon', 'sejak', 'hari-hari', 'yang', 'lalu', 'tapi', 'di', 'dalam', 'lain', 'nordcurrents', 'games', 'itu', 'berjalan', 'dengan', 'lancar']","['server', 'tidak', 'merespon', 'hari-hari', 'nordcurrents', 'games', 'berjalan', 'lancar']","['server', 'tidak_merespon', 'hari-hari', 'nordcurrents', 'games', 'berjalan', 'lancar']","['server', 'tidak merespon', 'hari', 'nordcurrents', 'games', 'jalan', 'lancar']"
Andika C,"Bagus dari segi plot sampe gameplay,tapi kekurangan di bagian energi nya cepet bgt abis ☝️",5,2024-08-02 03:12:19,Bagus dari segi plot sampe gameplaytapi kekurangan di bagian energi nya cepet bgt abis ,bagus dari segi plot sampe gameplaytapi kekurangan di bagian energi nya cepet bgt abis ,"['bagus', 'dari', 'segi', 'plot', 'sampe', 'gameplaytapi', 'kekurangan', 'di', 'bagian', 'energi', 'nya', 'cepet', 'bgt', 'abis']","['bagus', 'dari', 'segi', 'alur', 'sampai', 'game', 'tapi', 'kekurangan', 'di', 'bagian', 'energi', 'ya', 'cepat', 'banget', 'habis']","['bagus', 'segi', 'alur', 'game', 'kekurangan', 'energi', 'cepat', 'banget', 'habis']","['bagus', 'segi', 'alur', 'game', 'kekurangan', 'energi', 'cepat', 'banget', 'habis']","['bagus', 'segi', 'alur', 'game', 'kurang', 'energi', 'cepat', 'banget', 'habis']"
Alya AshilaA,i like the caracter,5,2024-07-30 16:37:25,i like the caracter,i like the caracter,"['i', 'like', 'the', 'caracter']","['saya', 'suka', 'the', 'karakter']","['suka', 'the', 'karakter']","['suka', 'the', 'karakter']","['suka', 'the', 'karakter']"
Rocky Hanter555,ok,5,2024-07-20 05:31:41,ok,ok,['ok'],['ok'],['ok'],['ok'],['ok']
Ronaldo da Costa Araujo,⭐👍🙂,5,2024-07-19 23:21:26,,,[],[],[],[],[]
Nefertiti,"Too long to get energy, but its okat, worth fort the game",5,2024-07-09 15:48:32,Too long to get energy but its okat worth fort the game,too long to get energy but its okat worth fort the game,"['too', 'long', 'to', 'get', 'energy', 'but', 'its', 'okat', 'worth', 'fort', 'the', 'game']","['juga', 'panjang', 'untuk', 'dapat', 'energi', 'tapi', 'nya', 'ok', 'berharga', 'benteng', 'the', 'game']","['energi', 'ok', 'berharga', 'benteng', 'the', 'game']","['energi', 'ok', 'berharga', 'benteng', 'the', 'game']","['energi', 'ok', 'harga', 'benteng', 'the', 'game']"
Selvi Eva,Boros energi mana nambahnya dikit bgt,1,2024-07-08 17:22:41,Boros energi mana nambahnya dikit bgt,boros energi mana nambahnya dikit bgt,"['boros', 'energi', 'mana', 'nambahnya', 'dikit', 'bgt']","['boros', 'energi', 'mana', 'tambahnya', 'sedikit', 'banget']","['boros', 'energi', 'banget']","['boros', 'energi', 'banget']","['boros', 'energi', 'banget']"
Galaxy Gaming,"Gamenya emang menarik, sayangnya energinya boros banget meskipun nonton iklan dapet 10 energi itu juga mengurangi mood bermain game ini, rata rata pemain ini komplain tentang energi yang boros, namun developernya malah tidak mendengarkan tentang pemainnya, meskipun ada yang membeli energi dengan uang, namun apa daya yang tidak mempunyai uang untuk membeli energi, terimakasih",1,2024-06-26 02:01:41,Gamenya emang menarik sayangnya energinya boros banget meskipun nonton iklan dapet  energi itu juga mengurangi mood bermain game ini rata rata pemain ini komplain tentang energi yang boros namun developernya malah tidak mendengarkan tentang pemainnya meskipun ada yang membeli energi dengan uang namun apa daya yang tidak mempunyai uang untuk membeli energi terimakasih,gamenya emang menarik sayangnya energinya boros banget meskipun nonton iklan dapet  energi itu juga mengurangi mood bermain game ini rata rata pemain ini komplain tentang energi yang boros namun developernya malah tidak mendengarkan tentang pemainnya meskipun ada yang membeli energi dengan uang namun apa daya yang tidak mempunyai uang untuk membeli energi terimakasih,"['gamenya', 'emang', 'menarik', 'sayangnya', 'energinya', 'boros', 'banget', 'meskipun', 'nonton', 'iklan', 'dapet', 'energi', 'itu', 'juga', 'mengurangi', 'mood', 'bermain', 'game', 'ini', 'rata', 'rata', 'pemain', 'ini', 'komplain', 'tentang', 'energi', 'yang', 'boros', 'namun', 'developernya', 'malah', 'tidak', 'mendengarkan', 'tentang', 'pemainnya', 'meskipun', 'ada', 'yang', 'membeli', 'energi', 'dengan', 'uang', 'namun', 'apa', 'daya', 'yang', 'tidak', 'mempunyai', 'uang', 'untuk', 'membeli', 'energi', 'terimakasih']","['gamenya', 'memang', 'menarik', 'sayangnya', 'energinya', 'boros', 'banget', 'meskipun', 'menonton', 'iklan', 'dapat', 'energi', 'itu', 'juga', 'mengurangi', 'suasana', 'hati', 'bermain', 'game', 'ini', 'rata', 'rata', 'pemain', 'ini', 'komplain', 'tentang', 'energi', 'yang', 'boros', 'namun', 'pengembangnya', 'malah', 'tidak', 'mendengarkan', 'tentang', 'pemainnya', 'meskipun', 'ada', 'yang', 'membeli', 'energi', 'dengan', 'uang', 'namun', 'apa', 'daya', 'yang', 'tidak', 'mempunyai', 'uang', 'untuk', 'membeli', 'energi', 'terima', 'kasih']","['gamenya', 'menarik', 'sayangnya', 'energinya', 'boros', 'banget', 'menonton', 'iklan', 'energi', 'mengurangi', 'suasana', 'hati', 'bermain', 'game', 'rata', 'rata', 'pemain', 'komplain', 'energi', 'boros', 'pengembangnya', 'tidak', 'mendengarkan', 'pemainnya', 'membeli', 'energi', 'uang', 'daya', 'tidak', 'uang', 'membeli', 'energi', 'terima', 'kasih']","['gamenya', 'menarik', 'sayangnya', 'energinya', 'boros', 'banget', 'menonton', 'iklan', 'energi', 'mengurangi', 'suasana', 'hati', 'bermain', 'game', 'rata', 'rata', 'pemain', 'komplain', 'energi', 'boros', 'pengembangnya', 'tidak_mendengarkan', 'pemainnya', 'membeli', 'energi', 'uang', 'daya', 'tidak_uang', 'membeli', 'energi', 'terima', 'kasih']","['gamenya', 'tarik', 'sayang', 'energi', 'boros', 'banget', 'tonton', 'iklan', 'energi', 'kurang', 'suasana', 'hati', 'main', 'game', 'rata', 'rata', 'main', 'komplain', 'energi', 'boros', 'kembang', 'tidak dengar', 'main', 'beli', 'energi', 'uang', 'daya', 'tidak uang', 'beli', 'energi', 'terima', 'kasih']"
Feronika Floren Fraulaine,Love it!,5,2024-06-15 11:25:16,Love it,love it,"['love', 'it']","['cinta', 'itu']",['cinta'],['cinta'],['cinta']
Rezki Norhidayah,"Gamenya bagus, storynya menarik, tapi ketika saya melakukan topup energi entah kenapa tiba-tiba ada bug, mohon diperbaiki.",4,2024-05-31 10:50:41,Gamenya bagus storynya menarik tapi ketika saya melakukan topup energi entah kenapa tibatiba ada bug mohon diperbaiki,gamenya bagus storynya menarik tapi ketika saya melakukan topup energi entah kenapa tibatiba ada bug mohon diperbaiki,"['gamenya', 'bagus', 'storynya', 'menarik', 'tapi', 'ketika', 'saya', 'melakukan', 'topup', 'energi', 'entah', 'kenapa', 'tibatiba', 'ada', 'bug', 'mohon', 'diperbaiki']","['gamenya', 'bagus', 'ceritanya', 'menarik', 'tapi', 'ketika', 'saya', 'melakukan', 'top', 'up', 'energi', 'entah', 'kenapa', 'tiba-tiba', 'ada', 'bug', 'mohon', 'diperbaiki']","['gamenya', 'bagus', 'ceritanya', 'menarik', 'top', 'up', 'energi', 'bug', 'diperbaiki']","['gamenya', 'bagus', 'ceritanya', 'menarik', 'top', 'up', 'energi', 'bug', 'diperbaiki']","['gamenya', 'bagus', 'cerita', 'tarik', 'top', 'up', 'energi', 'bug', 'baik']"
